"subject","object","probability"
"chit-chat","confabulation","1"
"inundation","mess","1"
"prenanthes alba","rattlesnake root","1"
"lightness","visual property","1"
"tobacco","herbaceous plant","1"
"pooh-bah","important person","1"
"genus myxine","fish genus","1"
"quiver","motility","1"
"congeniality","compatibility","1"
"groundwork","readying","1"
"preaching","talking to","1"
"yurt","habitation","1"
"floxuridine","cancer drug","1"
"poundage","charge","1"
"ananas","monocot genus","1"
"detention basin","basin","1"
"nardil","monoamine oxidase inhibitor","1"
"genu","hinge joint","1"
"drink","nutrient","1"
"skinny-dip","swimming","1"
"commutability","interchangeability","1"
"contrabass","string","1"
"witch-hunter","tormenter","1"
"round arch","arch","1"
"cardia","porta","1"
"snare","string","1"
"fica","income tax","1"
"blue racer","blacksnake","1"
"migrator","beast","1"
"iraqi","asian","1"
"haw","shrub","1"
"seigniory","office","1"
"sutura","joint","1"
"domestication","fitting","1"
"gumbo","soil","1"
"banger","pyrotechnic","1"
"night","time period","1"
"type","grownup","1"
"unconscious","nous","1"
"mossback","conservativist","1"
"true cat","felid","1"
"saucer","disk","1"
"interplanetary space","part","1"
"genus calla","liliopsid genus","1"
"hyperthyroidism","glandular disorder","1"
"black-winged stilt","stilt plover","1"
"peculiarity","physical object","1"
"serial killer","liquidator","1"
"heritiera macrophylla","angiospermous tree","1"
"tenet","religious doctrine","1"
"installment","programme","1"
"gros point","embroidery stitch","1"
"babbler","verbalizer","1"
"fleet ballistic missile submarine","submarine","1"
"apocrypha","religious text","1"
"memorial park","site","1"
"wakefulness","physiological state","1"
"orange milkwort","milkwort","1"
"pussycat","person","1"
"genus elymus","liliopsid genus","1"
"arak","liquor","1"
"field trial","competition","1"
"book","collection","1"
"iris","membrane","1"
"life cycle","ontogeny","1"
"snuffer","mortal","1"
"virus","microorganism","1"
"quintessence","sum","1"
"curettement","surgery","1"
"darter","creature","1"
"black bead","shrub","1"
"tyrannus tyrannus","new world flycatcher","1"
"capra aegagrus","wild goat","1"
"heavy","player","1"
"spanking","correction","1"
"peddler","dealer","1"
"safety catch","safety device","1"
"platonic year","time period","1"
"clock golf","golf game","1"
"height","dimension","1"
"crabmeat","shellfish","1"
"beef fondue","fondu","1"
"opinion","instrument","1"
"slayer","somebody","1"
"unguiculate","eutherian","1"
"shooting lodge","country house","1"
"genus funka","liliid monocot genus","1"
"fluorite","mineral","1"
"nooky","carnal knowledge","1"
"prey","beast","1"
"scomber japonicus","mackerel","1"
"wishfulness","hungriness","1"
"family asclepiadaceae","magnoliopsid family","1"
"beehive","coiffure","1"
"muzjik","provincial","1"
"blue bull","antelope","1"
"portia tree","tulipwood tree","1"
"governor","controller","1"
"stake","portion","1"
"spark arrester","meshwork","1"
"ascending artery","arterial blood vessel","1"
"deputation","organization","1"
"cannulization","intromission","1"
"amortization","step-down","1"
"half life","period of time","1"
"module","power","1"
"hellenic","indo-european language","1"
"genus psychotria","asterid dicot genus","1"
"pogy","public assistance","1"
"goober","edible nut","1"
"presentation","representation","1"
"moon-ray","ray of light","1"
"rock rose","sun rose","1"
"half-staff","place","1"
"genus cetraria","fungus genus","1"
"inductance","electrical device","1"
"able-bodism","favoritism","1"
"clawback","return","1"
"reed meadow grass","manna grass","1"
"crinoline","skirt","1"
"akvavit","hard liquor","1"
"reaching","accomplishment","1"
"mallet","drumstick","1"
"spelaeology","by-line","1"
"determinant","situation","1"
"course of instruction","teaching","1"
"neuroepithelium","epithelial tissue","1"
"defalcator","thief","1"
"kalif","ruler","1"
"scrub pine","true pine","1"
"classroom project","schoolwork","1"
"visualiser","percipient","1"
"asceticism","self-discipline","1"
"buna","rubber","1"
"citole","guitar","1"
"sheepshearing","shearing","1"
"eskimo","eskimo-aleut language","1"
"venturi tube","measuring system","1"
"ruff","turn","1"
"dishwasher","labourer","1"
"names","obloquy","1"
"wood lily","liliaceous plant","1"
"hypertext","machine-readable text","1"
"sabbatia","bog plant","1"
"nebula","formulation","1"
"rush family","monocot family","1"
"caulking","sealer","1"
"hexapod","creature","1"
"decapterus punctatus","scad","1"
"read","publication","1"
"cerulean","blue","1"
"protegee","protege","1"
"carolina spring beauty","flower","1"
"separation","sorting","1"
"mucic acid","carboxylic acid","1"
"fluid dram","united states liquid unit","1"
"overturn","upending","1"
"accessory","article of clothing","1"
"lend-lease","transference","1"
"amia calva","ganoid","1"
"legal ouster","due process of law","1"
"encyclopedism","education","1"
"ltm","remembering","1"
"bad guy","soul","1"
"sleight","quickness","1"
"family accipitridae","bird family","1"
"pathan","ethnic minority","1"
"alveolar bed","structure","1"
"accommodating iol","interocular lens implant","1"
"sweetbrier","rose","1"
"picot","sewing stitch","1"
"laugher","mortal","1"
"boulder","rock","1"
"park","tract","1"
"tinamiformes","animal order","1"
"decigram","weight unit","1"
"chloropicrin","compound","1"
"environment","geographic region","1"
"swamp plant","aquatic plant","1"
"snap","cookie","1"
"vena canaliculi cochleae","venous blood vessel","1"
"dry measure","volume unit","1"
"dual carriageway","main road","1"
"boodle","cards","1"
"twist","coif","1"
"blue pickerel","walleyed pike","1"
"oxyhemoglobin","hemoglobin","1"
"moo-cow","kine","1"
"autogenics","intervention","1"
"emoticon","facial expression","1"
"glucosuria","glycosuria","1"
"sense modality","sensory faculty","1"
"riot act","reprehension","1"
"sell-by date","date","1"
"backstop","safeguard","1"
"fibrous dysplasia of bone","dysplasia","1"
"paper nautilus","octopod","1"
"amanuensis","secretarial assistant","1"
"burning","hurting","1"
"android","automaton","1"
"plains indian","indian","1"
"striker","jock","1"
"order procellariiformes","animal order","1"
"place-kicking","kick","1"
"chinese parasol tree","tree","1"
"sound pressure","pressure","1"
"light","actinic radiation","1"
"thermostatics","thermodynamics","1"
"lacrimal vein","vena","1"
"antidiuretic","medication","1"
"fastnacht","raised doughnut","1"
"caenogenesis","growing","1"
"unfortunate","person","1"
"painting","art","1"
"search mission","mission","1"
"exhortation","communication","1"
"leg-pull","jocularity","1"
"woman's hat","chapeau","1"
"bja","agency","1"
"daybreak","time of day","1"
"inefficaciousness","ineffectualness","1"
"seriousness","solemnity","1"
"genus otus","bird genus","1"
"allergist","md","1"
"mantis crab","stomatopod crustacean","1"
"apis mellifera adansonii","honeybee","1"
"churl","disagreeable person","1"
"classification","basic cognitive process","1"
"ceramic","instrumentation","1"
"clutch","grasping","1"
"spiritism","internality","1"
"gingerol","chemical irritant","1"
"legation","office","1"
"gulo","mammal genus","1"
"burial mound","hill","1"
"cash equivalent","certificate of indebtedness","1"
"inexpensiveness","monetary value","1"
"babu","adult male","1"
"slash","terra firma","1"
"consumerism","effort","1"
"ord kangaroo rat","kangaroo rat","1"
"hybridization","coupling","1"
"eutamias","mammal genus","1"
"caramel","brown","1"
"fridge","icebox","1"
"story","fiction","1"
"accord and satisfaction","settlement","1"
"piquet","torturing","1"
"jimhickey","nonesuch","1"
"sotho","bantu","1"
"recitation","public speaking","1"
"sisyridae","arthropod family","1"
"cigar lighter","igniter","1"
"progressive aspect","durative","1"
"slaver","victimizer","1"
"computer file","file","1"
"natural selection","natural action","1"
"creeping thistle","plume thistle","1"
"bryum","moss genus","1"
"family proteaceae","dicot family","1"
"brevoortia","fish genus","1"
"veronica chamaedrys","veronica","1"
"peony family","magnoliid dicot family","1"
"humiliation","debasement","1"
"godchild","infant","1"
"tip-off","information","1"
"ferryman","waterman","1"
"derailment","mischance","1"
"wester","air current","1"
"imp","nipper","1"
"souse","drunk","1"
"seeder","soul","1"
"small voice","sense of right and wrong","1"
"mummification","sphacelus","1"
"subfamily","taxon","1"
"alkylating agent","antineoplastic","1"
"submerging","sinking","1"
"chabad-lubavitch","religious movement","1"
"brewpub","eating house","1"
"depressor","nervus","1"
"chalk","speed","1"
"concretion","unification","1"
"dryopithecine","hominid","1"
"cat","stimulant","1"
"bedding material","material","1"
"medicare check","bank check","1"
"geomyidae","mammal family","1"
"zebrawood tree","tree","1"
"leading man","actor","1"
"counsel","attorney","1"
"arc cosecant","trigonometric function","1"
"latency","interval","1"
"phragmipedium","liliopsid genus","1"
"exhumation","act","1"
"genus pelargonium","rosid dicot genus","1"
"glauconite","mineral","1"
"perinatologist","accoucheur","1"
"military post","military installation","1"
"blue murder","call","1"
"chaenomeles speciosa","flowering quince","1"
"gullibility","naivete","1"
"pinfish","sparid","1"
"loud hailer","speaker system","1"
"order","position","1"
"scheme","falsity","1"
"aeroembolism","sickness","1"
"genus pisanosaurus","reptile genus","1"
"stem","descriptor","1"
"mass unit","unit","1"
"secretary of labor","secretaryship","1"
"coattails effect","result","1"
"bitter orange","orange tree","1"
"student residence","building","1"
"paleozoology","zoological science","1"
"tyrosine kinase inhibitor","medicament","1"
"taximan","driver","1"
"kidnapper","crook","1"
"kenaf","hibiscus","1"
"fire warden","official","1"
"bio lab","research lab","1"
"reincarnation","nascence","1"
"prairie sage","mugwort","1"
"space","character","1"
"tooth","means","1"
"vane","mechanical device","1"
"glutinousness","viscosity","1"
"hot spring","outflow","1"
"ratepayer","taxpayer","1"
"fireside","domicile","1"
"self-starter","ball of fire","1"
"fighter","someone","1"
"cyanine dye","dye","1"
"frog's-bit family","monocot family","1"
"spring vetchling","vetchling","1"
"atomic number 9","chemical element","1"
"todea superba","fern","1"
"precipitancy","precipitation","1"
"graybeard","man","1"
"trade school","middle school","1"
"minim","note","1"
"inhalation general anaesthetic","general anaesthetic","1"
"deluge","flock","1"
"shaving foam","toilet articles","1"
"hoop snake","colubrid snake","1"
"genus onychomys","mammal genus","1"
"gens","family","1"
"epicycloid","line roulette","1"
"little sister","sister","1"
"dullard","simpleton","1"
"calidris ferruginea","sandpiper","1"
"devotion","worship","1"
"compact disk","recording","1"
"gambrel roof","gable roof","1"
"charley horse","muscle spasm","1"
"abdominal breathing","respiration","1"
"pit bull terrier","bullterrier","1"
"nightstick","club","1"
"scaphocephaly","congenital abnormality","1"
"farmerette","farmhand","1"
"bronx cheer","vociferation","1"
"corticium solani","fungus","1"
"sign","evidence","1"
"cypripedium acaule","slipper orchid","1"
"patchwork quilt","puff","1"
"u-turn","reverse","1"
"duality","fungibility","1"
"king of beasts","cat","1"
"backboard","support","1"
"abolition","conclusion","1"
"spouse equivalent","person","1"
"papaya tree","fruit tree","1"
"strawman","simulacrum","1"
"advance","proffer","1"
"vet","military personnel","1"
"intellectual nourishment","cognitive content","1"
"archaebacterium","moneron","1"
"dragon","unpleasant woman","1"
"artistry","superior skill","1"
"sheep bell","bell","1"
"gelidity","frigidity","1"
"common elder","elder","1"
"stenopelmatus","arthropod genus","1"
"legitimation","act","1"
"canvass","research","1"
"eleocharis dulcis","spike rush","1"
"ion exchange","natural process","1"
"psalmist","composer","1"
"haunch","croupe","1"
"toxic waste site","waste-yard","1"
"genus cinclus","bird genus","1"
"twist","coiffure","1"
"skibob","vehicle","1"
"wave","rise","1"
"pupa","insect","1"
"ixodes spinipalpis","hard tick","1"
"towner","occupier","1"
"quaff","draught","1"
"flaxedil","neuromuscular blocking agent","1"
"humanitarianism","philosophy","1"
"stoolie","rat","1"
"legion","association","1"
"precentorship","berth","1"
"upright","piano","1"
"pottery","trade","1"
"cash surrender value","amount","1"
"fascicle","installment","1"
"plundering","aggression","1"
"no-brainer","project","1"
"hodgepodge","mixture","1"
"buffel grass","burgrass","1"
"agonist","antagonistic muscle","1"
"indorser","supporter","1"
"spruce bark beetle","bark beetle","1"
"dueller","antagonist","1"
"contingent","military unit","1"
"bob","float","1"
"groundnut","edible nut","1"
"angler","acanthopterygian","1"
"semicircular arch","round arch","1"
"shore duty","assignment","1"
"arteria circumflexa scapulae","circumflex artery","1"
"ultrasonography","tomography","1"
"colon","costa rican monetary unit","1"
"castoroides","mammal genus","1"
"nemophila menziesii","herb","1"
"enzymologist","biochemist","1"
"horologe","measuring device","1"
"mat","sports equipment","1"
"rumrunner","smuggler","1"
"range finder","measuring system","1"
"formalization","rationalisation","1"
"marxist","exponent","1"
"bonanza","natural event","1"
"fiber optic cable","cable","1"
"tempter","someone","1"
"picot","embroidery stitch","1"
"inactivation","firing","1"
"chassidism","orthodox judaism","1"
"genus trichostigma","caryophylloid dicot genus","1"
"voice of conscience","conscience","1"
"peristedion","fish genus","1"
"vinyl group","chemical group","1"
"flask","containerful","1"
"dualist","disciple","1"
"family sciaenidae","fish family","1"
"self-discovery","find","1"
"taxidermy","art","1"
"dinge","uncleanness","1"
"heavy metal music","rock","1"
"thirty","large integer","1"
"rf","chemical element","1"
"justice","official","1"
"caravan","camping bus","1"
"king crab","arthropod","1"
"poxvirus","animal virus","1"
"growing","production","1"
"garden symphilid","arthropod","1"
"stayer","animate being","1"
"modernism","up-to-dateness","1"
"figure","rhetorical device","1"
"caddice fly","trichopterous insect","1"
"friend","someone","1"
"ring girl","girl","1"
"barrel","tubing","1"
"intensification","step-up","1"
